Stimulus,N,Raw_Mean,BLUP,condition
Abendzug,36,6.70317496445294,6.71932485557904,words_only
Abenteuer,40,6.40521239229369,6.43039820396135,words_only
Abenteuerfilm,48,6.74066674168374,6.70193571445108,words_only
Abenteuergeschichte,41,6.83408700129026,6.80318089058476,words_only
Abenteuerlust,40,6.66035067978249,6.63587095739237,words_only
Abenteuerreise,39,6.68271179558093,6.64287771884813,words_only
Abenteuerroman,39,6.79137635251061,6.78248102921164,words_only
Abenteuerurlaub,35,6.6907022060194,6.71170421961718,words_only
Abenteurer,40,6.51671393376202,6.5327288690533,words_only
Abenteurerin,39,6.62553859798432,6.63977759674306,words_only
Aberglaube,40,6.56344079922209,6.60911258406529,words_only
